,n_estimators,average_auc,sd_auc,training_time,evaluation_time,hp_eval_time
0,100,0.6879650255625056,0.08841229607855015,25.298882007598877,1972.170334815979,1997.4692196846008
1,228,0.6725123167432746,0.07132648184433588,57.62113046646118,4353.902946949005,4411.5240795612335
2,357,0.6766936351812128,0.020766864587141606,90.72921109199524,6945.331264019012,7036.060477256775
3,485,0.7037565283241666,0.0653337895360749,123.01904845237732,7977.671171426773,8100.690222501755
4,614,0.6974390038884065,0.057347457875557194,154.1217131614685,8969.922279119492,9124.043994426727
5,742,0.7014001838664884,0.040286796471670605,189.09475445747375,8890.010005235672,9079.104762792587
6,871,0.7061282744909518,0.034567775823529885,221.38994312286377,11191.365895271301,11412.755840301514
7,1000,0.6801000501443761,0.09073592711179591,255.70785474777222,13591.777799367905,13847.485656499863
